시군구,번지,단지명,전용면적(㎡),거래금액(만원),층,도로명,거래유형
경상남도 양산시 물금읍 가촌리,1271-1,양우내안애2차아파트,84.6701,"34,300",11,물금로 160,중개거래
경상남도 양산시 물금읍 가촌리,1284,우성스마트시티뷰,84.3092,"39,000",19,백호로 156,중개거래
경상남도 양산시 물금읍 가촌리,1284,우성스마트시티뷰,84.3092,"38,000",22,백호로 156,중개거래
경상남도 양산시 물금읍 가촌리,1272-10,이지더원1차에듀파크,59.9906,"24,000",11,새실로 53,중개거래
경상남도 양산시 물금읍 가촌리,1272-10,이지더원1차에듀파크,59.9906,"24,900",10,새실로 53,중개거래
경상남도 양산시 물금읍 가촌리,1272-10,이지더원1차에듀파크,59.9906,"23,800",15,새실로 53,중개거래
경상남도 양산시 물금읍 가촌리,1274-1,이지더원2차,75.7475,"33,200",24,물금로 75,중개거래
경상남도 양산시 물금읍 가촌리,1274-1,이지더원2차,75.7475,"34,000",24,물금로 75,중개거래
경상남도 양산시 물금읍 가촌리,1274-1,이지더원2차,84.8509,"37,500",15,물금로 75,중개거래
경상남도 양산시 물금읍 가촌리,1274-1,이지더원2차,75.7475,"34,000",16,물금로 75,중개거래
경상남도 양산시 물금읍 가촌리,1274-1,이지더원2차,75.7475,"30,000",3,물금로 75,중개거래
경상남도 양산시 물금읍 가촌리,1274-1,이지더원2차,75.7475,"33,000",23,물금로 75,중개거래
경상남도 양산시 물금읍 가촌리,1274-1,이지더원2차,72.8,"31,000",16,물금로 75,중개거래
경상남도 양산시 물금읍 가촌리,1274-1,이지더원2차,75.7475,"33,900",18,물금로 75,중개거래
경상남도 양산시 물금읍 가촌리,1274-1,이지더원2차,75.7475,"36,300",11,물금로 75,중개거래
경상남도 양산시 물금읍 가촌리,1274-1,이지더원2차,75.7475,"33,000",14,물금로 75,중개거래
경상남도 양산시 물금읍 가촌리,1281,힐데스하임,73.5388,"26,500",1,야리로 75,중개거래
경상남도 양산시 물금읍 가촌리,1281,힐데스하임,69.6192,"26,000",12,야리로 75,중개거래
경상남도 양산시 물금읍 범어리,502-3,그린피아,49.74,"16,900",3,오봉로 185,직거래
경상남도 양산시 물금읍 범어리,502-3,그린피아,49.74,"16,575",3,오봉로 185,직거래
경상남도 양산시 물금읍 범어리,502-3,그린피아,49.94,"16,325",1,오봉로 185,직거래
경상남도 양산시 물금읍 범어리,502-3,그린피아,49.94,"16,325",6,오봉로 185,직거래
경상남도 양산시 물금읍 범어리,502-3,그린피아,49.94,"16,625",3,오봉로 185,직거래
경상남도 양산시 물금읍 범어리,502-3,그린피아,49.94,"16,325",6,오봉로 185,직거래
경상남도 양산시 물금읍 범어리,502-3,그린피아,49.74,"17,075",3,오봉로 185,직거래
경상남도 양산시 물금읍 범어리,502-3,그린피아,49.74,"16,575",5,오봉로 185,직거래
경상남도 양산시 물금읍 범어리,502-3,그린피아,49.74,"16,575",3,오봉로 185,직거래
경상남도 양산시 물금읍 범어리,502-3,그린피아,49.74,"16,575",5,오봉로 185,직거래
경상남도 양산시 물금읍 범어리,502-3,그린피아,49.74,"16,575",4,오봉로 185,직거래
경상남도 양산시 물금읍 범어리,502-1,대동타운,59.8,"12,000",12,오봉로 165,중개거래
경상남도 양산시 물금읍 범어리,502-1,대동타운,49.98,"8,100",7,오봉로 165,직거래
경상남도 양산시 물금읍 범어리,502-1,대동타운,59.63,"11,300",2,오봉로 165,중개거래
경상남도 양산시 물금읍 범어리,Jan-76,반도보라빌,59.909,"19,000",13,신주로 16,중개거래
경상남도 양산시 물금읍 범어리,Jan-76,반도보라빌,59.909,"21,000",28,신주로 16,중개거래
경상남도 양산시 물금읍 범어리,Jan-76,반도보라빌,59.909,"20,000",25,신주로 16,중개거래
경상남도 양산시 물금읍 범어리,Apr-85,반도유보라3차아파트,59.9568,"24,500",6,서들로 179,중개거래
경상남도 양산시 물금읍 범어리,Apr-85,반도유보라3차아파트,59.9568,"24,500",6,서들로 179,중개거래
경상남도 양산시 물금읍 범어리,Apr-85,반도유보라3차아파트,59.9486,"24,250",23,서들로 179,중개거래
경상남도 양산시 물금읍 범어리,Apr-85,반도유보라3차아파트,59.9486,"23,900",11,서들로 179,중개거래
경상남도 양산시 물금읍 범어리,Feb-68,반도유보라4차,84.9403,"42,000",13,백호로 91,중개거래
경상남도 양산시 물금읍 범어리,Feb-68,반도유보라4차,84.9416,"37,500",24,백호로 91,중개거래
경상남도 양산시 물금읍 범어리,Feb-68,반도유보라4차,84.9403,"41,000",22,백호로 91,중개거래
경상남도 양산시 물금읍 범어리,502-4,성원,49.89,"8,500",11,오봉로 179,직거래
경상남도 양산시 물금읍 범어리,Jan-13,신창비바패밀리,84.84,"31,000",20,신주로 69,중개거래
경상남도 양산시 물금읍 범어리,Jan-13,신창비바패밀리,84.839,"29,300",6,신주로 69,중개거래
경상남도 양산시 물금읍 범어리,Jan-13,신창비바패밀리,84.839,"30,500",3,신주로 69,중개거래
경상남도 양산시 물금읍 범어리,Jan-13,신창비바패밀리,84.941,"33,100",25,신주로 69,중개거래
경상남도 양산시 물금읍 범어리,Jan-13,신창비바패밀리,115.093,"43,800",22,신주로 69,중개거래
경상남도 양산시 물금읍 범어리,Jan-13,신창비바패밀리,115.093,"44,000",24,신주로 69,중개거래
경상남도 양산시 물금읍 범어리,Aug-73,양산2차e-편한세상,59.94,"23,500",4,신주로 35,중개거래
경상남도 양산시 물금읍 범어리,Aug-73,양산2차e-편한세상,84.99,"29,000",21,신주로 35,중개거래
경상남도 양산시 물금읍 범어리,Apr-73,양산물금대방노블랜드1차,59.9948,"27,000",19,신주1길 46,중개거래
경상남도 양산시 물금읍 범어리,Apr-73,양산물금대방노블랜드1차,84.9409,"33,000",16,신주1길 46,중개거래
경상남도 양산시 물금읍 범어리,Apr-73,양산물금대방노블랜드1차,84.9973,"34,500",6,신주1길 46,중개거래
경상남도 양산시 물금읍 범어리,산409,양산브라운스톤,84.9011,"35,000",9, ,중개거래
경상남도 양산시 물금읍 범어리,Apr-10,양산신도시3차동원로얄듀크비스타,84.9976,"45,500",22,범구로 28,중개거래
경상남도 양산시 물금읍 범어리,Apr-10,양산신도시3차동원로얄듀크비스타,84.9959,"47,800",31,범구로 28,중개거래
경상남도 양산시 물금읍 범어리,Jan-12,양산신도시현진에버빌,132.726,"50,000",15,신주로 64,중개거래
경상남도 양산시 물금읍 범어리,Dec-12,우미린,59.9747,"25,900",4,범어로 77,중개거래
경상남도 양산시 물금읍 범어리,Dec-12,우미린,59.9747,"27,800",8,범어로 77,중개거래
경상남도 양산시 물금읍 범어리,2676-15,일신건영휴먼빌,117.7025,"35,000",23,범어로 11,중개거래
경상남도 양산시 물금읍 범어리,2676-15,일신건영휴먼빌,84.9603,"28,000",17,범어로 11,중개거래
경상남도 양산시 물금읍 범어리,823,주공2,39.69,"15,000",5,동중1길 21,중개거래
경상남도 양산시 물금읍 범어리,789,주공3,51.02,"20,900",1,동중1길 7,중개거래
경상남도 양산시 물금읍 범어리,789,주공3,51.02,"20,900",2,동중1길 7,중개거래
경상남도 양산시 물금읍 범어리,682-1,현대1,84.837,"18,200",8,오봉로 180,중개거래
경상남도 양산시 물금읍 범어리,549-1,황전범어타운,112.02,"26,900",12,오봉로 15,중개거래
경상남도 양산시 물금읍 범어리,549-1,황전범어타운,98.25,"21,700",7,오봉로 15,중개거래
경상남도 양산시 물금읍 범어리,2676-13,효성백년가약,84.991,"24,900",4,범어로 33,중개거래
경상남도 양산시 물금읍 범어리,2676-13,효성백년가약,84.989,"26,200",3,범어로 33,중개거래
경상남도 양산시 북부동,134-3,북부주공,40.32,"8,200",1,북안북7길 36,중개거래
경상남도 양산시 북부동,151-9,재흥,46.98,"10,950",6,북안남3길 39,중개거래
경상남도 양산시 북정동,434,대동,49.71,"8,400",7,북정중앙로 62,중개거래
경상남도 양산시 북정동,434,대동,49.71,"11,300",12,북정중앙로 62,중개거래
경상남도 양산시 북정동,437,동원,59.84,"9,000",5,북정로 116,중개거래
경상남도 양산시 북정동,884-2,새롬성원네오파트,84.8633,"22,500",10,북정서길 16,중개거래
경상남도 양산시 삼호동,986-1,대근파크2차,65.1,"5,800",2,삼호4길 36,중개거래
경상남도 양산시 삼호동,169,대동이미지타운1,59.3538,"9,000",11,대운로 354,중개거래
경상남도 양산시 삼호동,169,대동이미지타운1,59.3538,"10,900",14,대운로 354,직거래
경상남도 양산시 삼호동,169,대동이미지타운1,59.3538,"10,000",11,대운로 354,중개거래
경상남도 양산시 삼호동,169,대동이미지타운1,59.3538,"10,000",15,대운로 354,중개거래
경상남도 양산시 삼호동,169,대동이미지타운1,59.3538,"9,900",13,대운로 354,직거래
경상남도 양산시 삼호동,169,대동이미지타운1,59.3538,"10,800",13,대운로 354,직거래
경상남도 양산시 삼호동,171,대동이미지타운2,59.3538,"10,000",14,대운로 338,직거래
경상남도 양산시 삼호동,171,대동이미지타운2,59.3538,"9,800",5,대운로 338,중개거래
경상남도 양산시 삼호동,171,대동이미지타운2,59.3538,"9,500",9,대운로 338,직거래
경상남도 양산시 삼호동,171,대동이미지타운2,59.3538,"9,350",4,대운로 338,직거래
경상남도 양산시 삼호동,654-1,대진칸트리타운3,84.84,"12,500",12,삼호로 206,중개거래
경상남도 양산시 삼호동,857,유승한내들,84.9246,"15,450",1,삼호로 98,직거래
경상남도 양산시 삼호동,857,유승한내들,84.9246,"19,000",4,삼호로 98,중개거래
경상남도 양산시 삼호동,857,유승한내들,84.9246,"12,700",1,삼호로 98,직거래
경상남도 양산시 삼호동,857,유승한내들,84.9246,"12,950",1,삼호로 98,직거래
경상남도 양산시 삼호동,857,유승한내들,84.9246,"16,450",7,삼호로 98,직거래
경상남도 양산시 삼호동,857,유승한내들,84.9246,"22,000",13,삼호로 98,중개거래
경상남도 양산시 삼호동,857,유승한내들,84.9246,"18,700",9,삼호로 98,중개거래
경상남도 양산시 삼호동,860,해인그린빌,80.4587,"13,400",7,삼호로 86,중개거래
경상남도 양산시 삼호동,860,해인그린빌,80.4587,"13,800",3,삼호로 86,중개거래
경상남도 양산시 삼호동,860,해인그린빌,80.4587,"16,500",11,삼호로 86,중개거래
경상남도 양산시 삼호동,860,해인그린빌,80.4587,"13,800",5,삼호로 86,중개거래
경상남도 양산시 상북면 석계리,236-1,동우강변타워1,59.94,"6,000",15,삼계1길 9,중개거래
경상남도 양산시 상북면 석계리,244-1,진일석계1,66.43,"8,550",2,반회서5길 21,중개거래
